"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Democratic Republic of the Congo","Total renewable water resources (10^9 m3/year)",1962,1283.0,"I",,1967,1283.0,"I",,1972,1283.0,"I",,1977,1283.0,"I",,1982,1283.0,"I",,1987,1283.0,"I",,1992,1283.0,"I",,1997,1283.0,"I",,2002,1283.0,"I",,2007,1283.0,"I",,2012,1283.0,"I",,2017,1283.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Denmark","Total renewable water resources (10^9 m3/year)",1962,6.0,"I",,1967,6.0,"I",,1972,6.0,"I",,1977,6.0,"I",,1982,6.0,"I",,1987,6.0,"I",,1992,6.0,"I",,1997,6.0,"I",,2002,6.0,"I",,2007,6.0,"I",,2012,6.0,"I",,2017,6.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Djibouti","Total renewable water resources (10^9 m3/year)",1962,0.3,"I",,1967,0.3,"I",,1972,0.3,"I",,1977,0.3,"I",,1982,0.3,"I",,1987,0.3,"I",,1992,0.3,"I",,1997,0.3,"I",,2002,0.3,"I",,2007,0.3,"I",,2012,0.3,"I",,2017,0.3,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
