"Bulgaria","Total renewable groundwater (10^9 m3/yr)",1962,6.4,"E",,1967,6.4,"E",,1972,6.4,"E",,1977,6.4,"E",,1982,6.4,"E",,1987,6.4,"E",,1992,6.4,"E",,1997,6.4,"E",,2002,6.4,"E",,2007,6.4,"E",,2012,6.4,"E",,2017,6.4,"E",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Burkina Faso","Total renewable surface water (10^9 m3/yr)",1962,9.0,"E",,1967,9.0,"E",,1972,9.0,"E",,1977,9.0,"E",,1982,9.0,"E",,1987,9.0,"E",,1992,9.0,"E",,1997,9.0,"E",,2002,9.0,"E",,2007,9.0,"E",,2012,9.0,"E",,2017,9.0,"E",,,,"",
"Burkina Faso","Total renewable groundwater (10^9 m3/yr)",1962,9.5,"E",,1967,9.5,"E",,1972,9.5,"E",,1977,9.5,"E",,1982,9.5,"E",,1987,9.5,"E",,1992,9.5,"E",,1997,9.5,"E",,2002,9.5,"E",,2007,9.5,"E",,2012,9.5,"E",,2017,9.5,"E",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Burundi","Total renewable surface water (10^9 m3/yr)",1962,12.536,"E",,1967,12.536,"E",,1972,12.536,"E",,1977,12.536,"E",,1982,12.536,"E",,1987,12.536,"E",,1992,12.536,"E",,1997,12.536,"E",,2002,12.536,"E",,2007,12.536,"E",,2012,12.536,"E",,2017,12.536,"E",,,,"",
"Burundi","Total renewable groundwater (10^9 m3/yr)",1962,7.47,"E",,1967,7.47,"E",,1972,7.47,"E",,1977,7.47,"E",,1982,7.47,"E",,1987,7.47,"E",,1992,7.47,"E",,1997,7.47,"E",,2002,7.47,"E",,2007,7.47,"E",,2012,7.47,"E",,2017,7.47,"E",,,,"",

